FileName, CommitSha
BlackCatRansowmare.json,ed5508684ed18ea3a0c5f3e8eb1b2ce3a4468e74
Azure+Diagnostic+settings+removed+from+a+resource.json,c7accd2d5e54b8c03aff6307f635b88463bb068f

